INDEX,Date,MAX,MIN,AW,RF,SSH
42971,01-01-1975,28,15.4,7,0,7.6
42971,02-01-1975,28,15.8,5,0,6.8
42971,03-01-1975,28.5,15,9,0,5.7
42971,04-01-1975,27.6,18.5,12,0,7.1
42971,05-01-1975,26.4,15.6,13,0,10.2
42971,06-01-1975,25.6,12.6,13,0,9.8
42971,07-01-1975,26.2,12,9,0,10.1
42971,08-01-1975,26.6,12,9,0,10.8
42971,09-01-1975,27.4,12.4,9,0,10.6
42971,10-01-1975,28.1,13.2,9,0,11
42971,11-01-1975,29.4,13.5,5,0,6.6
42971,12-01-1975,29,15.5,8,0,6.5
42971,13-01-1975,28.5,16.6,9,0,10.3
42971,14-01-1975,27.6,14.4,10,0,10.4
42971,15-01-1975,26,11.6,5,0,9.8
42971,16-01-1975,26.4,11.5,6,0,9.7
42971,17-01-1975,27.5,12.6,7,0,11.2
42971,18-01-1975,29,13.3,7,0,11
42971,19-01-1975,29,15.5,6,0,10.6
42971,20-01-1975,27.6,15.2,5,0,9.8
42971,21-01-1975,27.5,15.2,5,0,8.7
42971,22-01-1975,28.2,14.6,9,0,7.6
42971,23-01-1975,28.6,15.2,6,0,8.5
42971,24-01-1975,28,18.6,6,0,7.2
42971,25-01-1975,28.4,18,10,0.2,7.6
42971,26-01-1975,29.6,20,13,0,9.5
42971,27-01-1975,26.6,16.6,11,0,10.5
42971,28-01-1975,28,15,9,0,9.8
42971,29-01-1975,28.5,13.4,7,0,9.1
42971,30-01-1975,28.6,13,9,0,5.9
42971,31-01-1975,28.8,15.1,8,0,
42971,01-02-1975,29,15.4,6,0,10
42971,02-02-1975,28.1,18.4,11,0,8.2
42971,03-02-1975,29.6,18.6,8,0,7.7
42971,04-02-1975,28.6,19.1,9,0,5.4
42971,05-02-1975,30,20.4,8,14.8,2.5
42971,06-02-1975,27.1,19.4,12,0,6.9
42971,07-02-1975,30.5,19.3,8,0,10.1
42971,08-02-1975,33.4,21.6,7,0,8.1
42971,09-02-1975,31.2,20.6,8,0,7.8
42971,10-02-1975,32.4,19.4,10,0,8.5
42971,11-02-1975,31.9,21.3,13,0,7.4
42971,12-02-1975,30.8,19.4,19,21,9.4
42971,13-02-1975,30,18.4,7,0,8.5
42971,14-02-1975,31,19.5,8,0,9.3
42971,15-02-1975,30.6,22,21,0,5.2
42971,16-02-1975,32.6,22,15,0,1.7
42971,17-02-1975,28.6,21.6,9,0,5.4
42971,18-02-1975,30,19.2,9,0.4,9.8
42971,19-02-1975,29.6,17.6,10,0,10.5
42971,20-02-1975,29.6,15.8,8,0,11
42971,21-02-1975,30,15.1,7,0,10.6
42971,22-02-1975,32,17.8,7,0,9.3
42971,23-02-1975,32,19.6,13,0,9.3
42971,24-02-1975,31.5,18,11,0,10.1
42971,25-02-1975,30.2,17.6,7,0,10.8
42971,26-02-1975,32,19.8,7,0,6.5
42971,27-02-1975,31.8,18.4,7,0,10.9
42971,28-02-1975,33.5,18.9,12,0,10.7
42971,01-03-1975,34.5,19,5,0,9.4
42971,02-03-1975,35.4,21.2,16,0,7.3
42971,03-03-1975,36.2,21.4,14,0,9.2
42971,04-03-1975,35.8,20.4,9,0,7.4
42971,05-03-1975,36,23.4,15,0,8.2
42971,06-03-1975,37,21,20,0,9.3
42971,07-03-1975,37.6,22,12,0,8.6
42971,08-03-1975,34.5,22.5,12,0,7.6
42971,09-03-1975,33.4,24.2,16,0,5.1
42971,10-03-1975,33.5,20,7,0,9.4
42971,11-03-1975,34,21.4,11,0,9.5
42971,12-03-1975,34.5,24.2,14,0,10
42971,13-03-1975,34.8,24,9,0,8.8
42971,14-03-1975,36.2,23.5,11,0,9.5
42971,15-03-1975,36,24,13,0,9
42971,16-03-1975,37,24.5,12,0,7.5
42971,17-03-1975,35.6,25,8,2,5.2
42971,18-03-1975,33.5,20.9,16,5.2,8.7
42971,19-03-1975,32.8,23,11,2.3,6.7
42971,20-03-1975,33.4,24,8,1.6,5.1
42971,21-03-1975,33.2,21,13,0,8.6
42971,22-03-1975,36.5,24.4,16,0,6.8
42971,23-03-1975,36.4,25,16,0,7.7
42971,24-03-1975,36.4,24.6,18,0,5.4
42971,25-03-1975,34,22.8,12,0,7
42971,26-03-1975,33.6,23,12,0,9.1
42971,27-03-1975,32,22.4,10,0,9.1
42971,28-03-1975,33.4,22.8,9,0,9.2
42971,29-03-1975,34.8,22.2,4,0,9.1
42971,30-03-1975,36.5,21.6,11,0,9.7
42971,31-03-1975,37,22.8,13,0,9
42971,01-04-1975,38,23.5,15,0,9.2
42971,02-04-1975,37.8,23.4,16,0,9.4
42971,03-04-1975,38.6,23,19,0,9.6
42971,04-04-1975,36.4,24.2,29,0,9.5
42971,05-04-1975,35.6,25.4,29,0,8.7
42971,06-04-1975,36.2,26,19,0,8
42971,07-04-1975,37.2,25.2,38,0,8
42971,08-04-1975,37.3,25.4,23,0,5.3
42971,09-04-1975,35.8,25,37,0,7.3
42971,10-04-1975,36.8,25,32,0,7.5
42971,11-04-1975,36.5,24.6,30,0,7.4
42971,12-04-1975,36.2,26.2,30,0,7.7
42971,13-04-1975,35.4,26,37,0,5.9
42971,14-04-1975,36,22,38,13.6,6.3
42971,15-04-1975,34.5,25.3,46,0,7.2
42971,16-04-1975,34.4,23.6,25,1,7.6
42971,17-04-1975,35.5,25.6,52,0,9.4
42971,18-04-1975,39,25.8,20,0,10.8
42971,19-04-1975,36.4,26.5,24,0,8.9
42971,20-04-1975,34.6,26.4,25,0,7.4
42971,21-04-1975,34.4,26.6,28,0,8.7
42971,22-04-1975,35.8,26.4,30,0,4.8
42971,23-04-1975,34.9,26,25,0,10.1
42971,24-04-1975,35.8,27,31,0,5.7
42971,25-04-1975,36,25.5,27,0,9.8
42971,26-04-1975,37,27,33,0,9.3
42971,27-04-1975,37.1,26.4,30,0,9.5
42971,28-04-1975,37.6,26.6,30,0,9.7
42971,29-04-1975,39,26.5,36,0,9.5
42971,30-04-1975,38,26.7,34,0,8.7
42971,01-05-1975,38.8,26.4,32,0,9.4
42971,02-05-1975,40.4,26.2,32,0,9.7
42971,03-05-1975,39.4,26.6,36,0,8.8
42971,04-05-1975,40.4,26.8,35,0,10.7
42971,05-05-1975,36.5,26.6,27,0,7.6
42971,06-05-1975,37.2,27,23,0,9.7
42971,07-05-1975,39.5,27.1,19,0,10.1
42971,08-05-1975,43,27,19,0,10.6
42971,09-05-1975,43.6,26.4,21,0,10.1
42971,10-05-1975,41.8,26.8,24,0,7.7
42971,11-05-1975,39.8,28.1,35,0,10.1
42971,12-05-1975,40,28.4,31,0,8
42971,13-05-1975,36,28.1,28,0,9.1
42971,14-05-1975,37,27.5,32,0,9.9
42971,15-05-1975,38,24.5,36,0.1,9.5
42971,16-05-1975,37.6,28,28,0,9.1
42971,17-05-1975,37,26.8,21,0,9.5
42971,18-05-1975,39.2,28.4,2,0,8.1
42971,19-05-1975,37,23.5,18,4.6,9.6
42971,20-05-1975,38,27.5,14,0,8.8
42971,21-05-1975,37.4,27.7,26,0,9.3
42971,22-05-1975,37.4,28.2,28,0,9.9
42971,23-05-1975,36.8,25,26,0,0
42971,24-05-1975,33.2,25.8,14,0,10.7
42971,25-05-1975,38.1,26,11,0,11.3
42971,26-05-1975,38.2,27.3,16,0,11
42971,27-05-1975,37.6,21.7,18,17.5,10.6
42971,28-05-1975,36,27.4,26,0,9.4
42971,29-05-1975,35.9,28.1,27,0,9.4
42971,30-05-1975,37.5,27.7,26,0.3,2
42971,31-05-1975,37,27.5,33,0,6.3
42971,01-06-1975,41.4,25,22,0.8,9.3
42971,02-06-1975,39.8,27.5,17,0,2.3
42971,03-06-1975,37.3,26.9,10,0,10.7
42971,04-06-1975,38.2,27.3,11,0,7.2
42971,05-06-1975,39,25.7,10,6.4,3.4
42971,06-06-1975,41.2,26.2,16,0.2,0
42971,07-06-1975,,27.8,11,0,2.3
42971,08-06-1975,41.2,29,15,0,1
42971,09-06-1975,41.4,30,19,0,4.4
42971,10-06-1975,42.4,29.2,15,0,4.6
42971,11-06-1975,38.1,22.7,14,6.1,0
42971,12-06-1975,32.2,30,9,0.8,0.4
42971,13-06-1975,34.4,27.2,9,0,9.4
42971,14-06-1975,37.1,27.3,12,0,9.5
42971,15-06-1975,38,27.3,11,0,9.5
42971,16-06-1975,38.1,27.5,10,0,10.1
42971,17-06-1975,38.8,28.2,14,0,2.3
42971,18-06-1975,34.2,26.5,21,11.3,0
42971,19-06-1975,29,24.6,14,84.6,0.4
42971,20-06-1975,32.4,25.6,9,6.6,0.8
42971,21-06-1975,33.8,26.8,13,1,1.7
42971,22-06-1975,32.4,26.3,11,0.4,10.5
42971,23-06-1975,33.6,26.3,13,0,9.2
42971,24-06-1975,34.6,25.5,12,0,6.1
42971,25-06-1975,33.8,24.8,12,10.1,11.3
42971,26-06-1975,33.8,26,23,3.1,9.9
42971,27-06-1975,33.9,25.6,35,1,0.2
42971,28-06-1975,31.2,23.5,26,129.3,0.8
42971,29-06-1975,31.2,25.6,22,0,3.6
42971,30-06-1975,32.7,25.5,16,29,5.2
42971,01-07-1975,34.2,27,14,0,0
42971,02-07-1975,31.6,24.8,11,0,0
42971,03-07-1975,30,25.4,7,3,5.9
42971,04-07-1975,33.6,25.9,7,1.9,2.2
42971,05-07-1975,31.6,26.2,9,3.5,4.3
42971,06-07-1975,34.1,25.8,15,4,6.4
42971,07-07-1975,34.2,25.7,11,0,2
42971,08-07-1975,31.8,24.8,15,10,2.9
42971,09-07-1975,31.8,25.4,11,1.9,3.8
42971,10-07-1975,31.9,26,14,0,0.1
42971,11-07-1975,31,26,14,0,10.3
42971,12-07-1975,33.4,25.7,13,0,5.1
42971,13-07-1975,33,25.6,9,16.3,0
42971,14-07-1975,29.5,25,13,0,2.6
42971,15-07-1975,32.4,23,16,22.2,5.6
42971,16-07-1975,32.1,23.9,14,35.9,1.7
42971,17-07-1975,32.4,24.2,22,41.8,1.1
42971,18-07-1975,31.6,25.6,29,14.6,0
42971,19-07-1975,31.3,25.8,30,0,6.2
42971,20-07-1975,32.1,25.5,30,0,5.9
42971,21-07-1975,31.7,25.6,23,0,0.5
42971,22-07-1975,30.6,23.8,13,3.1,2.2
42971,23-07-1975,29,24.6,22,0,6.1
42971,24-07-1975,31.7,24.5,12,0,12.2
42971,25-07-1975,32.7,26,22,0,8.9
42971,26-07-1975,33.1,25.5,20,2.1,3.3
42971,27-07-1975,32.2,24.2,19,3.2,1.3
42971,28-07-1975,31.6,22.9,18,8.6,0.8
42971,29-07-1975,30.4,24.7,9,2.3,0
42971,30-07-1975,29.7,23.5,7,5.3,5.9
42971,31-07-1975,32,24.5,8,0,11.2
42971,01-08-1975,32.3,25,12,0,9.7
42971,02-08-1975,32.5,25.1,8,0,8.2
42971,03-08-1975,33,25.6,8,0,8.3
42971,04-08-1975,33.5,25.6,9,7.8,9.7
42971,05-08-1975,33.5,25,14,0.6,4.2
42971,06-08-1975,31,25,18,10.5,4.2
42971,07-08-1975,32.2,24,22,25.1,3.6
42971,08-08-1975,31.9,26,17,7.6,0
42971,09-08-1975,29.3,23.2,19,20.2,0
42971,10-08-1975,29.6,23.6,13,66.4,0.5
42971,11-08-1975,31.4,24.8,11,12.9,0
42971,12-08-1975,29.1,24.3,13,10.5,0
42971,13-08-1975,26.8,24,25,12.6,0
42971,14-08-1975,28.2,24.5,13,0.7,5.3
42971,15-08-1975,31,26.4,13,0,0.3
42971,16-08-1975,29.4,25.5,7,3.4,2
42971,17-08-1975,30.5,25.7,13,0.6,0
42971,18-08-1975,28.2,23.5,16,63.1,0
42971,19-08-1975,27,23.5,28,45.2,0
42971,20-08-1975,28.9,26.4,29,0,7.5
42971,21-08-1975,31.8,25.1,25,0,7.4
42971,22-08-1975,32.2,25,20,0,7.2
42971,23-08-1975,32.6,26.5,15,0,9.9
42971,24-08-1975,33.2,26.2,11,0,6.1
42971,25-08-1975,33.7,25.1,4,0,8.1
42971,26-08-1975,33.4,24.3,11,16.2,3.8
42971,27-08-1975,33.3,24.5,11,5.4,1.1
42971,28-08-1975,28.6,25,12,2.6,2.6
42971,29-08-1975,31,25,9,10.7,0
42971,30-08-1975,28.6,25.2,6,6.1,5
42971,31-08-1975,31,24.2,8,38.6,2.4
42971,01-09-1975,30.5,23,7,37.5,5.6
42971,02-09-1975,29.9,24.8,8,1.2,4.7
42971,03-09-1975,30,25,6,12.7,3
42971,04-09-1975,30.5,23.6,6,49.3,6.9
42971,05-09-1975,30.5,24,14,6.9,7.8
42971,06-09-1975,32,23.8,18,41.4,0
42971,07-09-1975,30.5,25,12,11.9,0.7
42971,08-09-1975,30.3,24.6,9,3.1,6.6
42971,09-09-1975,31.5,25,19,6.8,1.5
42971,10-09-1975,30,24.1,16,5.3,4.6
42971,11-09-1975,30.5,25,18,0.9,4.8
42971,12-09-1975,30.8,25.8,18,0,0
42971,13-09-1975,30.2,25,10,1,4.9
42971,14-09-1975,33.4,24.3,8,2.2,5.5
42971,15-09-1975,32.2,24.6,7,0.8,3.5
42971,16-09-1975,31.6,24.4,11,0,9
42971,17-09-1975,32,25,10,0,9.5
42971,18-09-1975,32.5,25.6,12,0,9.5
42971,19-09-1975,32.8,25.4,10,0,9
42971,20-09-1975,33.5,25,7,0,8.2
42971,21-09-1975,33.6,25,5,0,3.8
42971,22-09-1975,31.9,25.1,7,0,9.6
42971,23-09-1975,33.9,25.5,11,0,5.7
42971,24-09-1975,34.1,25,8,0,6
42971,25-09-1975,33.8,23,10,28.3,0.2
42971,26-09-1975,29.1,24.1,12,17.3,0.3
42971,27-09-1975,30.9,25.4,11,0,5.6
42971,28-09-1975,31.4,24.2,10,24.6,8.2
42971,29-09-1975,33.2,25,11,3.4,0.5
42971,30-09-1975,29.5,23.8,9,25.4,2.8
42971,01-10-1975,29.6,24.5,,59,5.6
42971,02-10-1975,32,24.4,4,0.7,8.7
42971,03-10-1975,33,25,6,0,6.1
42971,04-10-1975,32,24,6,0.6,8.4
42971,05-10-1975,32.5,25.2,6,0,8.2
42971,06-10-1975,32.5,25.6,6,0,8.6
42971,07-10-1975,33.4,25.5,6,2.6,5.4
42971,08-10-1975,33,24.2,7,0,1.4
42971,09-10-1975,30.4,25.4,6,0,6.3
42971,10-10-1975,33.2,24.6,7,30.4,4.1
42971,11-10-1975,32.2,23,8,20.6,0.8
42971,12-10-1975,30.2,25.1,6,0.2,0.9
42971,13-10-1975,31.6,24.5,4,2.2,1
42971,14-10-1975,31.3,24,9,0,2
42971,15-10-1975,30.1,24,13,0.4,10.7
42971,16-10-1975,32.4,25.3,20,0.2,8
42971,17-10-1975,32.5,23.6,13,25.5,8.2
42971,18-10-1975,31.8,24.5,14,5.6,9
42971,19-10-1975,31.4,24.8,10,0.7,7.9
42971,20-10-1975,30.8,23.9,6,0.8,10.4
42971,21-10-1975,32.2,25,9,0,9.8
42971,22-10-1975,33.5,26,7,0,6.6
42971,23-10-1975,33.8,24.8,6,5,8.1
42971,24-10-1975,33.2,23.3,3,5.7,8.2
42971,25-10-1975,32.4,24.8,4,0,8.8
42971,26-10-1975,33,24.6,9,0,10
42971,27-10-1975,33.5,24.6,9,0,4.7
42971,28-10-1975,31.6,23.3,9,5.2,7
42971,29-10-1975,32.6,23.6,8,18.8,11.3
42971,30-10-1975,32.4,23,7,10.4,8.6
42971,31-10-1975,31,23.2,13,0,7.9
42971,01-11-1975,30.8,23.8,18,0,4.5
42971,02-11-1975,30.4,23.4,21,0,6.3
42971,03-11-1975,30.6,23.5,22,0.2,2.1
42971,04-11-1975,29.2,23.4,12,0,7.9
42971,05-11-1975,30.7,20.2,9,0,10.4
42971,06-11-1975,30,17.8,9,0,10.4
42971,07-11-1975,30,17.5,9,0,10.3
42971,08-11-1975,30.4,21,14,0,0
42971,09-11-1975,25.2,20.6,19,17,0
42971,10-11-1975,22.6,21,23,23.8,0
42971,11-11-1975,26.1,20,15,0.4,5.4
42971,12-11-1975,29.3,19.4,10,0,10.5
42971,13-11-1975,29.5,17.3,8,0,10.4
42971,14-11-1975,29.6,15.6,8,0,10.7
42971,15-11-1975,28.8,14,8,0,10.6
42971,16-11-1975,29.5,15,9,0,10.4
42971,17-11-1975,29.6,14.6,8,0,10.7
42971,18-11-1975,30.2,15.4,5,0,10.4
42971,19-11-1975,30,15.1,5,0,10.3
42971,20-11-1975,29,15.2,8,0,10.3
42971,21-11-1975,28.5,13.9,7,0,9.5
42971,22-11-1975,28.5,15.2,7,0,10.2
42971,23-11-1975,27.5,14,9,0,10.4
42971,24-11-1975,27.6,14.8,10,0,9.2
42971,25-11-1975,27.1,16.6,12,0,7.8
42971,26-11-1975,28.2,20.2,17,0,1.1
42971,27-11-1975,24.5,18.3,20,0.7,0.1
42971,28-11-1975,22.1,17.9,22,1.6,0
42971,29-11-1975,21.2,15.4,20,0.9,9
42971,30-11-1975,26,13.2,16,0,9.4
42971,01-12-1975,26.2,14,16,0,6.3
42971,02-12-1975,26,15.2,14,0,5.8
42971,03-12-1975,26.6,17,12,0,7.9
42971,04-12-1975,28.2,16.4,10,0,10.3
42971,05-12-1975,28.7,14.8,9,0,10.3
42971,06-12-1975,28.5,15.4,8,0,10.4
42971,07-12-1975,28.7,14.4,7,0,10.4
42971,08-12-1975,28.6,14,9,0,9.2
42971,09-12-1975,27.6,13.1,7,0,10.5
42971,10-12-1975,27.4,12.7,6,0,10
42971,11-12-1975,27.2,12.6,5,0,10.3
42971,12-12-1975,26.6,11.4,7,0,10.5
42971,13-12-1975,27,11.2,7,0,10.4
42971,14-12-1975,29,12,7,0,10.2
42971,15-12-1975,30,12.8,5,0,9.9
42971,16-12-1975,29.4,14,7,0,9.5
42971,17-12-1975,28,14,10,0,9.9
42971,18-12-1975,27,12.5,5,0,9.9
42971,19-12-1975,27.2,12.7,5,0,9.9
42971,20-12-1975,26.8,13.4,8,0,9.4
42971,21-12-1975,27,12.5,9,0,9.8
42971,22-12-1975,26.2,13,10,0,9.2
42971,23-12-1975,26.4,13,8,0,9.2
42971,24-12-1975,27,14,9,0,9.9
42971,25-12-1975,26.8,12.5,7,0,9.7
42971,26-12-1975,26.6,12.5,7,0,9.7
42971,27-12-1975,27.2,13.2,5,0,9.1
42971,28-12-1975,27.1,14.4,5,0,8.6
42971,29-12-1975,27,14.6,4,0,9.4
42971,30-12-1975,28,15.6,7,0,7.5
42971,31-12-1975,27.3,14.9,6,0,8.4
42971,01-01-1976,27.8,15,8,0,9.5
42971,02-01-1976,27.6,12.6,6,0,10
42971,03-01-1976,27.4,12.6,24,0,10
42971,04-01-1976,27.5,12.9,7,0,10
42971,05-01-1976,29,14.4,10,0,10
42971,06-01-1976,28.3,14.4,8,0,9.7
42971,07-01-1976,27.8,14.6,19,0,9.8
42971,08-01-1976,26.4,12.3,8,0,10.1
42971,09-01-1976,26.3,11.6,9,0,10.3
42971,10-01-1976,26.6,11.5,5,0,10.2
42971,11-01-1976,27,12.6,14,0,10
42971,12-01-1976,26.5,12.8,9,0,9.5
42971,13-01-1976,27,13,7,0,9.4
42971,14-01-1976,27.5,13.8,6,0,9.7
42971,15-01-1976,28.5,13.8,13,0,9.9
42971,16-01-1976,28.6,13.8,6,0,10.2
42971,17-01-1976,29.8,14.6,8,0,10
42971,18-01-1976,29,14.1,10,0,10
42971,20-01-1976,26.7,14.4,11,0,9.1
42971,21-01-1976,27,15,10,0,10.6
42971,22-01-1976,26,14.2,13,0,8.9
42971,23-01-1976,26.8,14,14,0,9.8
42971,24-01-1976,26.4,13.6,6,0,9.8
42971,25-01-1976,28,14.6,4,0,
42971,26-01-1976,28.4,15.5,8,0,9.6
42971,27-01-1976,30.2,15.7,7,0,9.5
42971,28-01-1976,29.5,16,8,0,9.3
42971,29-01-1976,30.4,16,9,0,9.7
42971,30-01-1976,29.8,16.4,7,0,2.3
42971,31-01-1976,28.6,15.4,15,0,10.2
42971,02-02-1976,30.6,16.2,4,0,10.1
42971,03-02-1976,32,18.5,11,0,9.6
42971,05-02-1976,30.5,18.5,19,0,5
42971,06-02-1976,26,16.3,11,9.3,9.8
42971,07-02-1976,26.6,13.7,13,,10.6
42971,08-02-1976,27.1,14.5,17,0,10.5
42971,09-02-1976,28,15.6,6,0,
42971,11-02-1976,29.1,16.5,7,0,
42971,12-02-1976,29.6,16.4,6,0,11.2
42971,13-02-1976,31,17.7,7,0,10.5
42971,14-02-1976,30.4,17.4,12,0,10.8
42971,15-02-1976,33.6,18,7,0,10.6
42971,16-02-1976,31,21.8,19,0,10.8
42971,17-02-1976,32,16.9,13,0,
42971,18-02-1976,34.5,17.4,12,0,10.3
42971,19-02-1976,34.4,18.6,12,0,10.9
42971,20-02-1976,36,20,14,0,10.8
42971,21-02-1976,36.8,19.8,13,0,10.8
42971,22-02-1976,37,19.6,9,0,11
42971,23-02-1976,33.5,18,9,0,11
42971,24-02-1976,35.2,17,11,,11
42971,25-02-1976,35.3,16.1,11,0,10.9
42971,26-02-1976,35,21.4,12,0,10.2
42971,27-02-1976,36.3,18,11,0,10.6
42971,28-02-1976,35.2,19,9,0,10.4
42971,01-03-1976,33.4,17.4,9,0,10.1
42971,02-03-1976,33.1,17.6,13,0,10.3
42971,03-03-1976,35,19,12,0,10.2
42971,04-03-1976,35.5,22,10,0,9.6
42971,05-03-1976,34,21.6,17,0,9.2
42971,06-03-1976,34,20.1,26,0,10
42971,07-03-1976,33.4,22,31,0,7
42971,08-03-1976,32.2,23.5,29,0,6.8
42971,09-03-1976,31.7,21.8,14,0,9.3
42971,10-03-1976,34.1,22.3,23,0,9.4
42971,11-03-1976,37.9,22,18,0,9.2
42971,12-03-1976,35.4,24.5,11,0,8.8
42971,13-03-1976,34.6,22,8,0,7.2
42971,14-03-1976,34,19.8,16,3.6,9.8
42971,15-03-1976,33.4,21.5,12,0,8.8
42971,16-03-1976,34.6,24.8,11,0,
42971,17-03-1976,34.4,22.8,10,0,9.5
42971,18-03-1976,35.3,28.4,16,0,8.4
42971,19-03-1976,36.5,23,11,0,8.3
42971,20-03-1976,36.2,24.5,9,0,
42971,21-03-1976,37.2,24,12,0,8.8
42971,22-03-1976,36.7,25.3,25,0,8.2
42971,23-03-1976,35.6,25.1,33,0,8.4
42971,24-03-1976,36.2,24.6,14,0.2,
42971,25-03-1976,36.6,24.6,10,0,8.3
42971,26-03-1976,37.3,25,20,0,9.1
42971,27-03-1976,33.3,25.1,19,0,9.2
42971,28-03-1976,36.7,25,13,0,
42971,29-03-1976,37.4,25,15,0,9.2
42971,30-03-1976,36.4,24.3,17,0,9.1
42971,31-03-1976,38,25,13,0,8.3
42971,01-04-1976,36.7,24.8,8,0,
42971,02-04-1976,34,24.2,5,0.1,9.3
42971,03-04-1976,38,22.8,11,0,
42971,04-04-1976,35.8,21.6,7,0,5.1
42971,05-04-1976,34.5,25,12,0,
42971,06-04-1976,35.4,25.2,5,0,9.3
42971,07-04-1976,39.2,23.8,13,0,8.4
42971,08-04-1976,41,25,11,0,9.3
42971,09-04-1976,41,26,12,0,
42971,10-04-1976,36,25.8,3,0.4,7
42971,11-04-1976,36.4,26,19,0,9
42971,12-04-1976,37.3,26.1,6,0,11
42971,13-04-1976,41.2,25.8,14,0,11.3
42971,14-04-1976,38.6,25.4,12,,5.9
42971,16-04-1976,36.6,25.6,6,0,10.8
42971,17-04-1976,41.4,24.2,7,0,11
42971,18-04-1976,41.4,24.4,6,0,11.2
42971,19-04-1976,39.8,25.9,16,0,11
42971,20-04-1976,39.4,26,10,0,9.3
42971,21-04-1976,39.8,27,17,0,6.2
42971,22-04-1976,35,25,16,0,5.2
42971,23-04-1976,35.6,25.4,5,0,10.4
42971,24-04-1976,37.5,27,12,0,6.5
42971,25-04-1976,35,26,21,0,7.6
42971,26-04-1976,35.3,21.4,24,3.2,10.3
42971,27-04-1976,37.6,25,22,0,11.3
42971,28-04-1976,39.5,27.6,15,0,9.8
42971,29-04-1976,38.8,26.8,15,0,
42971,01-05-1976,36.6,27.3,21,0,10.2
42971,02-05-1976,37.4,27,16,0,8.9
42971,03-05-1976,38.2,26.8,14,3.2,11.2
42971,04-05-1976,41,26.6,17,0,10.9
42971,05-05-1976,38.8,26.8,23,0,10.5
42971,06-05-1976,37.4,27.7,27,0,11.2
42971,07-05-1976,37.3,27.9,27,0,7.3
42971,08-05-1976,35.8,27.8,27,0,6.6
42971,10-05-1976,37,27.6,29,0,
42971,11-05-1976,36.6,27.1,32,0,
42971,12-05-1976,37.4,26.9,24,0,7
42971,13-05-1976,36.6,21.5,18,9.4,
42971,14-05-1976,29.8,24.8,18,0,11.5
42971,15-05-1976,36.2,23,15,4.8,11.5
42971,16-05-1976,34.6,24.6,15,0,10.7
42971,17-05-1976,36.4,24.3,14,0.3,11.6
42971,18-05-1976,37.4,23.4,20,17.2,7.4
42971,19-05-1976,35.6,25.5,15,0,11
42971,20-05-1976,36.2,26.1,16,0,11
42971,21-05-1976,35.8,26,18,0,11
42971,22-05-1976,36.5,23.4,16,4.7,10
42971,23-05-1976,35,27,12,0,
42971,24-05-1976,39.6,27.8,16,0,9.5
42971,25-05-1976,39.3,27.4,13,0,9.9
42971,26-05-1976,41.8,25.2,10,5,11.7
42971,27-05-1976,43,28.9,10,0,9.7
42971,28-05-1976,42.6,28.2,11,0.1,9.8
42971,29-05-1976,44.1,29.2,14,0,7.5
42971,30-05-1976,42.1,28.4,19,0,9.1
42971,31-05-1976,38,28.6,23,0,
42971,01-06-1976,36.6,28.2,24,0,10.6
42971,02-06-1976,42.5,28.5,16,0,
42971,03-06-1976,44.6,29.5,12,0,6.7
42971,04-06-1976,44,26,10,0.7,7.4
42971,05-06-1976,38.4,26,10,6.8,4.4
42971,06-06-1976,39,24,13,7.4,
42971,07-06-1976,35.2,26.1,4,0,0
42971,08-06-1976,35,27.5,20,0,8.2
42971,09-06-1976,36.5,27.2,24,0,8.5
42971,10-06-1976,36.7,26.8,26,0,3.7
42971,11-06-1976,35.2,25.6,18,3.2,0
42971,12-06-1976,31.7,25.9,16,0.2,11
42971,13-06-1976,38.1,25,24,,10.7
42971,17-06-1976,37.4,26.5,13,9.6,7.1
42971,18-06-1976,37.2,25.2,9,59.5,
42971,20-06-1976,38.6,26,5,26,7.4
42971,21-06-1976,38.1,25.2,10,1.2,7.2
42971,23-06-1976,36.5,24.6,10,0,
42971,24-06-1976,35.6,25.5,10,0,10
42971,25-06-1976,36.3,26,11,8.3,
42971,26-06-1976,30.5,25,10,32.6,4.6
42971,27-06-1976,32.8,26.6,7,2.5,10.2
42971,28-06-1976,34.7,27,17,1.7,0.3
42971,29-06-1976,32.7,27.2,11,0.2,
42971,30-06-1976,33.9,25.5,11,0,1.9
42971,01-07-1976,33.2,26,11,0,4.1
42971,02-07-1976,35.1,24.7,11,30.2,0.1
42971,04-07-1976,32.4,26.1,11,0,4.2
42971,05-07-1976,32.7,25.9,12,2,
42971,06-07-1976,34.6,26.8,9,0.4,5.8
42971,07-07-1976,33,24.5,11,5.4,1.1
42971,08-07-1976,32.6,25,9,1.9,1.7
42971,09-07-1976,32,23.1,11,19.6,0.5
42971,10-07-1976,30,24.6,8,2.6,2
42971,11-07-1976,31.6,25,7,0.4,6.6
42971,12-07-1976,31.6,24.6,6,15.2,7.3
42971,13-07-1976,33.5,25.3,10,0,5.9
42971,14-07-1976,33.8,25.3,12,0,5.3
42971,15-07-1976,33,25.6,7,0,1.4
42971,16-07-1976,31.9,24.7,12,50.4,0.8
42971,17-07-1976,30.4,24.4,11,5.7,0
42971,18-07-1976,29.5,24.4,11,9.5,0.7
42971,19-07-1976,30,24,7,14.3,0.7
42971,20-07-1976,29.1,24.4,8,6.7,4.3
42971,21-07-1976,30.7,25.3,6,0.8,5.5
42971,22-07-1976,31,25.2,17,5.3,7.8
42971,23-07-1976,32.2,26,16,0,7.8
