INDEX,Date,MAX,MIN,AW,RF,SSH
42971,25-03-1997,30,17.5,7,27,
42971,26-03-1997,33.6,22.5,3,0,
42971,27-03-1997,32.8,23.2,4,0,
42971,28-03-1997,33.5,22.2,4,0,
42971,29-03-1997,33.6,24,6,0,
42971,30-03-1997,33,21.9,4,0.3,
42971,31-03-1997,34.3,23.2,5,0,
42971,01-04-1997,34.6,25,4,0,
42971,02-04-1997,35.3,24,5,0,
42971,03-04-1997,31.2,21.3,7,0,
42971,04-04-1997,29,20,3,36.7,
42971,05-04-1997,31.4,18.4,3,4.2,
42971,06-04-1997,33.6,21.4,3,0,
42971,07-04-1997,35,22.5,3,0.9,
42971,08-04-1997,34.6,24,5,1.2,
42971,09-04-1997,34,21.9,6,0,
42971,10-04-1997,33.4,22.2,5,0,
42971,11-04-1997,31.1,20,3,6.5,
42971,12-04-1997,34,26,4,1.7,
42971,13-04-1997,35.4,23.5,4,0,
42971,14-04-1997,34.5,26.1,4,0,
42971,15-04-1997,34.4,26,3,0,
42971,16-04-1997,35.2,24.2,5,0,
42971,17-04-1997,37,22.1,8,1.1,
42971,18-04-1997,36.6,24.2,4,0,
42971,19-04-1997,37,22.5,4,0,
42971,20-04-1997,37.9,23.2,3,0,
42971,21-04-1997,38.1,23.5,4,0,
42971,22-04-1997,36.2,25,6,0,
42971,23-04-1997,35.6,24.5,2,0,
42971,24-04-1997,36.2,22.2,6,1,
42971,25-04-1997,36.2,24,6,0,
42971,26-04-1997,33.8,25,7,0,
42971,27-04-1997,32.8,19.9,6,72.2,
42971,28-04-1997,33.7,19.2,7,25.4,
42971,29-04-1997,35,24,3,0,
42971,30-04-1997,34.8,24.6,3,3.7,
42971,01-05-1997,35,23,4,0,
42971,02-05-1997,33.9,26,7,0,
42971,03-05-1997,35.2,23,2,7.5,
42971,04-05-1997,38.1,25,4,0,
42971,05-05-1997,34.3,25.4,4,0,
42971,06-05-1997,31.2,26,6,0,
42971,07-05-1997,37.3,22,5,0,
42971,08-05-1997,35.8,25,5,0,
42971,09-05-1997,36,25.7,5,0,
42971,10-05-1997,36.4,26.8,8,0,
42971,11-05-1997,35.4,26,6,0,
42971,12-05-1997,37.5,27.4,2,0,
42971,13-05-1997,37.4,27.2,8,0,
42971,14-05-1997,37,28,8,0,
42971,15-05-1997,37.2,26,10,0,
42971,16-05-1997,37.6,25.6,8,0,
42971,17-05-1997,36,26,5,0,
42971,18-05-1997,38.1,25.6,2,0,
42971,19-05-1997,41,25,4,0,
42971,20-05-1997,40,26.4,5,0,
42971,21-05-1997,38,27.7,6,0,
42971,22-05-1997,33.5,28.6,8,0,
42971,23-05-1997,38.1,28.5,12,0,
42971,24-05-1997,39.9,28.5,9,0,
42971,25-05-1997,35.9,23.4,7,5.5,
42971,26-05-1997,38.6,24.9,6,0,
42971,27-05-1997,39,27,10,0,
42971,28-05-1997,39.5,27.4,6,0,
42971,29-05-1997,40.5,32.2,7,1.4,
42971,30-05-1997,40,24.1,2,0,
42971,31-05-1997,40.5,24.7,6,0,
42971,01-06-1997,40.4,28.1,7,0,
42971,02-06-1997,39,25.5,6,6.3,
42971,03-06-1997,40.2,27.9,6,0,
42971,04-06-1997,39,26.9,4,0,
42971,05-06-1997,38.3,25.2,3,7.6,
42971,06-06-1997,38.9,28.6,6,8.2,
42971,07-06-1997,40.5,26.6,5,8.2,
42971,08-06-1997,40.6,27.7,7,0,
42971,09-06-1997,36.5,27.2,5,2.3,
42971,10-06-1997,39.4,25.2,8,0,
42971,11-06-1997,37.9,25.2,3,8.4,
42971,12-06-1997,35.5,26.6,4,0,
42971,13-06-1997,36.1,27,6,0,
42971,14-06-1997,37.9,26.5,6,0,
42971,15-06-1997,39,27.4,5,0,
42971,16-06-1997,39,27.9,11,0,
42971,17-06-1997,36.4,28.7,7,0,
42971,18-06-1997,34.8,23,6,24.6,
42971,19-06-1997,35.1,25.2,5,0,
42971,20-06-1997,36.7,24.6,3,0.1,
42971,21-06-1997,37.7,27.7,7,0.8,
42971,22-06-1997,34.2,27,4,1.7,
42971,23-06-1997,32.5,23,5,24.1,
42971,24-06-1997,29.3,25.5,4,0,
42971,25-06-1997,30.8,25.1,3,8.6,
42971,26-06-1997,30.3,24.6,4,15.1,
42971,27-06-1997,29,23.5,9,86.8,
42971,28-06-1997,31.6,24.3,1,14.7,
42971,29-06-1997,34.2,26.5,8,0.4,
42971,30-06-1997,35.1,26.5,6,0,
42971,01-07-1997,34.5,26.2,4,0.1,
42971,02-07-1997,30.1,24,5,5,
42971,03-07-1997,34,25,3,0.8,
42971,04-07-1997,32.8,24.8,5,11.4,
42971,05-07-1997,33,24,4,8.4,
42971,06-07-1997,32.3,24.8,5,0.3,
42971,07-07-1997,33.8,26.5,3,2.2,
42971,08-07-1997,33.7,26.2,4,0,
42971,09-07-1997,34.1,26.5,6,1.8,
42971,10-07-1997,34.8,26,9,0,
42971,11-07-1997,35,26,7,0.2,
42971,12-07-1997,35.3,26,5,0,
42971,13-07-1997,36.7,26.8,5,0,
42971,14-07-1997,37,28.6,4,0,
42971,15-07-1997,35.1,26,3,0.1,
42971,16-07-1997,35.1,24.4,7,10,
42971,17-07-1997,29.4,26.5,4,0,
42971,18-07-1997,31.5,25.4,2,0,
42971,19-07-1997,31.3,24.5,3,0.7,
42971,20-07-1997,32.7,25.3,5,1.2,
42971,21-07-1997,31.3,25.4,4,2.5,
42971,22-07-1997,32.1,26,4,0.7,
42971,23-07-1997,33,26,3,5,
42971,24-07-1997,35,26.2,7,0.6,
42971,25-07-1997,34.7,26.5,4,0,
42971,26-07-1997,35.3,25.9,5,0,
42971,27-07-1997,33.9,25.9,3,0.6,
42971,28-07-1997,32,26.6,4,0.5,
42971,29-07-1997,29.1,25.5,5,11.6,
42971,30-07-1997,28.4,24.8,7,172.3,
42971,31-07-1997,31.8,24.5,9,24.6,
42971,01-08-1997,33.2,25,5,0.4,
42971,02-08-1997,35,26,6,0,
42971,03-08-1997,31.3,26.5,5,0,
42971,04-08-1997,25.5,24,7,18.8,
42971,05-08-1997,26,22.8,13,135.8,
42971,06-08-1997,33,24.4,4,15.8,
42971,07-08-1997,34.3,25.2,3,0,
42971,08-08-1997,35.2,25.6,3,0,
42971,09-08-1997,35.5,25.7,2,8,
42971,10-08-1997,34.4,25,2,3.1,
42971,11-08-1997,33.2,25,2,34.8,
42971,12-08-1997,33.1,25,3,9.3,
42971,13-08-1997,30.8,25,4,7.1,
42971,14-08-1997,31.1,25,3,0.3,
42971,15-08-1997,31.9,23.7,4,30.3,
42971,16-08-1997,34.2,24.8,3,10.3,
42971,17-08-1997,33,24.8,1,0,
42971,18-08-1997,32.4,25,4,6.1,
42971,19-08-1997,27.1,23.6,6,101,
42971,20-08-1997,29.2,22,12,254.2,
42971,21-08-1997,29.2,22,12,0,
42971,22-08-1997,29.5,25.1,9,1.6,
42971,23-08-1997,32.8,26,6,0.8,
42971,24-08-1997,35,24.1,5,0,
42971,25-08-1997,34.5,25.6,3,0,
42971,26-08-1997,32.6,26.2,4,0,
42971,27-08-1997,32.6,24.8,2,4,
42971,28-08-1997,29.8,24.6,4,44.3,
42971,29-08-1997,32.3,25,8,59,
42971,30-08-1997,33.4,26.1,9,0,
42971,01-09-1997,35.7,27,8,0,
42971,02-09-1997,35.3,25.5,,0.2,
42971,03-09-1997,35,25,4,0,
42971,04-09-1997,31.8,26.1,3,0,
42971,05-09-1997,32.5,25.5,3,0.3,
42971,06-09-1997,31.1,25.6,3,0.2,
42971,07-09-1997,29.1,23.2,3,31.1,
42971,08-09-1997,30,23.8,4,42.6,
42971,09-09-1997,27.2,22.5,5,52.8,
42971,10-09-1997,26.6,23.1,2,14.8,
42971,11-09-1997,32.5,23.7,3,6.6,
42971,12-09-1997,33.1,23.7,2,2.7,
42971,13-09-1997,33.5,25.1,2,0,
42971,14-09-1997,33.8,24.2,3,11.4,
42971,15-09-1997,34.3,24.3,3,0,
42971,16-09-1997,34.2,25.4,3,0,
42971,17-09-1997,33.9,25.5,2,0,
42971,18-09-1997,34.1,26.2,3,0,
42971,19-09-1997,34.9,26,4,0.3,
42971,20-09-1997,33.7,26.9,3,9.6,
42971,21-09-1997,33.7,25,2,31.6,
42971,22-09-1997,33.8,25.2,2,1,
42971,23-09-1997,32.9,26.5,2,0.4,
42971,24-09-1997,32,26.3,2,0,
42971,25-09-1997,30.6,25.8,2,42.5,
42971,26-09-1997,29,24.9,5,83.8,
42971,27-09-1997,34,24.2,3,0,
42971,28-09-1997,35.2,25,4,0,
42971,29-09-1997,32.3,25,4,7.3,
42971,30-09-1997,33.8,24.5,4,3.2,
42971,01-10-1997,33.4,23.6,3,0,
42971,02-10-1997,33.6,23,2,0,
42971,03-10-1997,34,23.2,2,0,
42971,04-10-1997,34.1,22.9,2,1.8,
42971,05-10-1997,33.9,23,2,0.2,
42971,06-10-1997,33.1,23.2,1,3,
42971,07-10-1997,33.2,23.7,2,0,
42971,08-10-1997,32.9,24.5,2,0,
42971,09-10-1997,33.5,23.2,1,6.2,
42971,10-10-1997,34.1,24.2,2,0,
42971,11-10-1997,33.7,23.9,2,0,
42971,12-10-1997,34,24.2,2,0,
42971,13-10-1997,34,24.5,5,0,
42971,14-10-1997,33.2,23.1,2,0,
42971,15-10-1997,33,22.8,2,6.3,
42971,16-10-1997,32.7,24.2,1,0,
42971,17-10-1997,33.2,23.3,4,0,
42971,18-10-1997,33.3,22.6,1,0,
42971,19-10-1997,33.5,22.5,1,0,
42971,20-10-1997,33,23.1,1,0,
42971,21-10-1997,33.6,23,1,0,
42971,22-10-1997,33.2,22.7,1,0,
42971,23-10-1997,32,22,1,0,
42971,24-10-1997,31.3,21,2,13.9,
42971,25-10-1997,32.3,22.4,2,0,
42971,26-10-1997,31.6,22.7,2,0,
42971,27-10-1997,32.4,19.2,2,0,
42971,28-10-1997,32.6,21.6,4,0,
42971,29-10-1997,31.3,23,,0,
42971,30-10-1997,30.2,23.1,1,0,
42971,31-10-1997,29.8,22.7,2,5.7,
42971,01-11-1997,32.2,22,2,0,
42971,02-11-1997,32.4,22.1,2,0,
42971,03-11-1997,32.1,21.5,2,0,
42971,04-11-1997,31.8,22.9,3,0,
42971,05-11-1997,31.5,19.5,2,0,
42971,06-11-1997,32,19.6,2,0,
42971,07-11-1997,33.5,21.1,2,0,
42971,08-11-1997,34,21,2,0,
42971,09-11-1997,33.4,22.2,2,0,
42971,10-11-1997,33.6,22.5,2,0,
42971,11-11-1997,32.8,22.7,2,0,
42971,12-11-1997,32.6,22.7,2,0,
42971,13-11-1997,34.4,22.9,2,0,
42971,14-11-1997,33.4,22.6,2,0,
42971,15-11-1997,32.1,22.1,2,5.7,
42971,16-11-1997,31.1,22.8,1,0,
42971,17-11-1997,31.2,22.3,3,0,
42971,18-11-1997,29,20.6,1,0,
42971,19-11-1997,32.3,20.8,2,0,
42971,20-11-1997,31.6,21.1,3,0,
42971,21-11-1997,31.5,21.2,3,0,
42971,22-11-1997,32.4,19.1,3,0,
42971,23-11-1997,32.3,20.8,2,0,
42971,24-11-1997,33.9,20,2,0,
42971,25-11-1997,33.7,21.2,3,0,
42971,26-11-1997,34,21.3,1,0,
42971,27-11-1997,33.2,21.2,2,0,
42971,28-11-1997,30.3,23.7,3,0,
42971,29-11-1997,30.8,22.3,3,0,
42971,30-11-1997,32.1,20.2,3,0,
42971,01-12-1997,32.1,19.5,2,0,
42971,02-12-1997,31,22.6,3,0,
42971,03-12-1997,27.9,20.8,3,2.2,
42971,04-12-1997,30.6,19.2,3,0,
42971,05-12-1997,31,18.4,2,0,
42971,06-12-1997,30.4,17.1,2,0,
42971,07-12-1997,31.6,18.4,2,0,
42971,08-12-1997,31.7,19.8,2,0,
42971,09-12-1997,26.5,22.6,2,0,
42971,10-12-1997,26.9,19.9,2,3.4,
42971,11-12-1997,28.1,18.1,2,0,
42971,12-12-1997,28.2,16.3,2,0,
42971,13-12-1997,29.6,16.6,2,0,
42971,14-12-1997,22.8,19,4,11.6,
42971,15-12-1997,26.3,16.2,2,10.8,
42971,16-12-1997,26.4,16.1,3,0,
42971,17-12-1997,25.3,17.3,3,0,
42971,18-12-1997,26.4,17.1,2,0,
42971,19-12-1997,29.3,16.7,2,0,
42971,20-12-1997,28.6,18.5,2,0,
42971,21-12-1997,28.1,17.4,2,0,
42971,22-12-1997,27.1,16.6,3,0,
42971,23-12-1997,27,14.9,2,0,
42971,24-12-1997,27.8,15.3,2,0,
42971,25-12-1997,27.9,17,2,0,
42971,26-12-1997,25.8,18,3,0,
42971,27-12-1997,28.4,14.9,2,0,
42971,28-12-1997,29,15.6,2,0,
42971,29-12-1997,29.8,17.8,1,0,
42971,30-12-1997,30,17.9,4,0,
42971,31-12-1997,29.6,19,2,0,
42971,01-01-1998,27.7,18.4,2,0,
42971,02-01-1998,26.8,16.4,3,0,
42971,03-01-1998,26,15.4,2,0,
42971,04-01-1998,28.4,11.3,2,0,
42971,05-01-1998,28.5,12.3,3,0,
42971,06-01-1998,28.4,16.7,2,0,
42971,07-01-1998,29.1,13.6,2,0,
42971,08-01-1998,29.3,15.8,3,0,
42971,09-01-1998,28.4,16.3,2,0,
42971,10-01-1998,29.4,17.1,1,0,
42971,11-01-1998,28.4,16.3,3,0,
42971,12-01-1998,30.3,16.3,1,0,
42971,13-01-1998,32.5,15.5,2,0,
42971,14-01-1998,30.9,17.9,3,0,
42971,15-01-1998,31.7,16.1,2,0,
42971,16-01-1998,33.6,18,2,0,
42971,17-01-1998,31.3,22.6,2,0,
42971,18-01-1998,31.9,22.2,3,12.9,
42971,19-01-1998,25.3,18.6,5,0,
42971,20-01-1998,28.6,17.1,4,0,
42971,21-01-1998,26.4,16.4,5,0,
42971,22-01-1998,25.2,16.1,4,0.4,
42971,23-01-1998,26.8,16,3,0,
42971,24-01-1998,26.8,16.9,3,0,
42971,25-01-1998,28.2,16.7,3,0,
42971,26-01-1998,28.7,17.7,3,0,
42971,27-01-1998,28.8,17.8,3,0,
42971,28-01-1998,31.7,19.2,4,0,
42971,29-01-1998,30.7,17.4,4,0,
42971,30-01-1998,29.7,18.9,2,0,
42971,31-01-1998,30.4,20.1,2,0,
42971,01-02-1998,31.2,19.9,2,0,
42971,02-02-1998,30.5,20.3,2,0,
42971,03-02-1998,32.4,19.8,2,0,
42971,04-02-1998,33.1,20.6,5,0,
42971,05-02-1998,30.1,19.6,2,0,
42971,06-02-1998,26.3,17.6,2,0,
42971,07-02-1998,19.4,16.4,3,2.9,
42971,08-02-1998,27.9,14,2,4.2,
42971,09-02-1998,28.7,16.9,2,0,
42971,10-02-1998,29.9,15.4,2,0,
42971,11-02-1998,30.5,14.4,2,0,
42971,12-02-1998,31.6,15.1,2,0,
42971,13-02-1998,32.5,15.2,3,0,
42971,14-02-1998,33.8,15.2,2,0,
42971,15-02-1998,34.4,15.4,2,0,
42971,16-02-1998,34.3,18.2,3,0,
42971,17-02-1998,34.7,19,5,0,
42971,18-02-1998,34.4,19.3,5,0,
42971,19-02-1998,33.2,22.1,5,0.5,
42971,20-02-1998,33.1,22.8,5,0,
42971,21-02-1998,31.6,23.1,3,0,
42971,22-02-1998,27.2,22.6,4,0,
42971,23-02-1998,31.2,22,3,0.2,
42971,24-02-1998,31.7,21.9,3,9,
42971,25-02-1998,33.2,23.1,5,0,
42971,26-02-1998,34.1,23.4,6,0,
42971,27-02-1998,32.3,24.2,4,1.2,
42971,28-02-1998,31.6,23,3,0,
42971,01-03-1998,32.5,23.1,4,0,
42971,02-03-1998,31.5,22.4,3,27.4,
42971,03-03-1998,33.1,21,2,0,
42971,04-03-1998,33.2,21.1,2,0,
42971,05-03-1998,33.8,21.8,2,0,
42971,06-03-1998,32.9,21.6,3,0,
42971,07-03-1998,32.5,23.2,3,0.6,
42971,08-03-1998,33.8,22.6,5,0,
42971,09-03-1998,33.1,20.2,3,0,
42971,10-03-1998,34.7,22.2,2,0,
42971,11-03-1998,36.3,26,4,0,
42971,12-03-1998,34.1,25.5,6,0,
42971,13-03-1998,29.9,21.1,5,30.8,
42971,14-03-1998,33,21.9,3,10.8,
42971,15-03-1998,33,21.5,2,0,
42971,16-03-1998,33.6,22.6,2,1.2,
42971,17-03-1998,33.9,22.5,2,0,
42971,18-03-1998,32.8,20.8,4,0,
42971,19-03-1998,35,22.1,3,0,
42971,20-03-1998,36.5,22.1,3,0,
42971,21-03-1998,37.3,23.5,4,0,
42971,22-03-1998,36.6,25,5,0,
42971,23-03-1998,35.1,26,8,0,
42971,24-03-1998,34.3,23.8,11,10.4,
42971,25-03-1998,34.1,24.7,9,0,
42971,26-03-1998,35.9,22.4,2,0,
42971,27-03-1998,35.6,24.3,3,0,
42971,28-03-1998,33.1,24.5,4,0,
42971,29-03-1998,34,24.2,4,0,
42971,30-03-1998,27.4,20.7,5,3.4,
42971,31-03-1998,34.2,22.7,2,3.5,
42971,01-04-1998,32.2,22.3,3,36.4,
42971,02-04-1998,33.3,20.9,3,0,
42971,03-04-1998,33.7,22.3,3,0,
42971,04-04-1998,34.7,24.8,4,0,
42971,05-04-1998,34.1,22.1,4,51.5,
42971,06-04-1998,35.6,25.1,5,0,
42971,07-04-1998,35.3,23,6,5.2,
42971,08-04-1998,34.4,26.5,,0,
42971,09-04-1998,35.1,26.3,6,0,
42971,10-04-1998,35.1,25.7,7,0,
42971,11-04-1998,37.2,25.3,8,0,
42971,12-04-1998,37.5,25.7,7,0,
42971,13-04-1998,36.6,25.6,7,0,
42971,14-04-1998,36,26.1,7,0.1,
42971,15-04-1998,37.8,25.1,6,0,
42971,16-04-1998,36.1,23.8,5,0,
42971,17-04-1998,36.1,25.6,5,0,
42971,18-04-1998,37.6,25.7,7,0,
42971,19-04-1998,37.4,27,7,0,
42971,20-04-1998,35.2,28,9,0,
42971,21-04-1998,36,28.1,10,0,
42971,22-04-1998,37.1,27.4,13,0,
42971,23-04-1998,38.9,24.6,12,0,
42971,24-04-1998,38.4,25.2,7,0,
42971,25-04-1998,38.1,24.6,7,0,
42971,26-04-1998,38,26.8,6,0,
42971,27-04-1998,38.9,26.4,4,0,
42971,28-04-1998,38.8,23.3,4,0.5,
42971,29-04-1998,35.4,22.7,6,15.5,
42971,30-04-1998,37.1,24.7,5,0,
42971,01-05-1998,39.1,27.3,7,0,
42971,02-05-1998,35.1,28.2,5,0,
42971,03-05-1998,36.9,27.7,7,0,
42971,04-05-1998,36.4,25.4,7,3.7,
42971,05-05-1998,35.8,27.9,8,0,
42971,06-05-1998,38,24.2,8,0.1,
42971,07-05-1998,36.9,27,8,0,
42971,08-05-1998,36.8,27.6,8,0,
42971,09-05-1998,36.8,22.1,8,36,
42971,10-05-1998,35.8,27.6,4,0,
42971,11-05-1998,35.6,24.6,3,0.5,
42971,12-05-1998,37.4,26,3,0,
42971,13-05-1998,39.1,26.6,4,0,
42971,14-05-1998,39.2,26.2,4,0,
42971,15-05-1998,33.2,27.2,5,0,
42971,16-05-1998,36.9,27.7,6,0,
42971,17-05-1998,37.8,26.9,6,0,
42971,18-05-1998,36.7,26.1,8,0,
42971,19-05-1998,38.9,26.3,6,0,
42971,20-05-1998,43,28.9,5,0,
42971,21-05-1998,40.9,24.9,6,0,
42971,22-05-1998,39,28.4,6,0,
42971,23-05-1998,39.5,27.1,9,0.2,
42971,24-05-1998,38,30,8,0,
42971,25-05-1998,38.8,30.7,9,0,
42971,26-05-1998,37.4,30,8,0,
42971,27-05-1998,41,30.4,10,0,
42971,28-05-1998,44.1,30.1,8,0,
42971,29-05-1998,45.9,30.3,7,0,
42971,30-05-1998,44.5,31.8,5,0,
42971,31-05-1998,44.2,29.6,6,0,
42971,01-06-1998,43.1,30.1,10,0,
42971,02-06-1998,40.4,30.2,7,0,
42971,03-06-1998,41.6,29.4,8,0,
42971,04-06-1998,39.2,30.1,6,0,
42971,05-06-1998,39.1,29.4,6,0,
42971,06-06-1998,39.2,30.1,8,0,
42971,07-06-1998,38.9,27.3,8,0,
42971,08-06-1998,38.8,29.6,10,0,
42971,09-06-1998,43.7,28.4,8,13,
42971,10-06-1998,43.4,30.1,5,0,
42971,11-06-1998,35.2,28.5,9,3.3,
42971,12-06-1998,39.7,29.1,6,0,
42971,13-06-1998,32,25.5,3,2.6,
42971,14-06-1998,33.3,25.5,3,22,
42971,15-06-1998,32.5,26.3,5,28.6,
42971,16-06-1998,35,26.9,5,3.3,
42971,17-06-1998,36.3,28,6,0,
42971,18-06-1998,38,28.1,7,0,
42971,19-06-1998,36.7,27.1,6,1.4,
42971,20-06-1998,34,29.1,4,0,
42971,21-06-1998,35.9,28.2,5,0,
42971,22-06-1998,37.4,27.7,3,0,
42971,23-06-1998,32,23.7,5,37.6,
42971,24-06-1998,34.3,25.8,5,2,
42971,25-06-1998,30,26,3,43,
42971,26-06-1998,34.4,27.4,3,13.2,
42971,27-06-1998,31.8,26.6,4,0.4,
42971,28-06-1998,34.3,26.1,5,1,
42971,29-06-1998,32.6,27.4,3,0,
42971,30-06-1998,34.3,25.8,2,64.8,
42971,01-07-1998,33.1,26.6,2,0,
42971,02-07-1998,28.3,25.8,4,60.5,
42971,03-07-1998,30.8,26.3,4,61.8,
42971,04-07-1998,30.8,27,6,0.1,
42971,05-07-1998,31.5,26.7,7,1.4,
42971,06-07-1998,32.7,27.4,6,0.3,
42971,07-07-1998,28.6,25.3,6,0.2,
42971,08-07-1998,28.2,24.1,6,1.3,
42971,09-07-1998,29.4,24.9,7,2.2,
42971,10-07-1998,31.7,26.5,5,2,
42971,11-07-1998,33.1,26.2,3,15.4,
42971,12-07-1998,32.7,26.3,5,0,
42971,13-07-1998,32.8,24.2,6,7,
42971,14-07-1998,34,26.4,11,11.8,
42971,15-07-1998,34.3,26.7,5,20.3,
42971,16-07-1998,34,25.6,5,2,
42971,17-07-1998,32.7,25.9,5,0,
42971,18-07-1998,32.6,25.4,5,0,
42971,19-07-1998,33.4,26.1,3,1.8,
42971,20-07-1998,34.5,26.3,6,0,
42971,21-07-1998,34.8,27.1,6,0,
42971,22-07-1998,35.7,27.3,6,0,
42971,23-07-1998,35.7,27.9,6,0,
42971,24-07-1998,35.2,24,5,75.2,
42971,25-07-1998,35.2,24.3,4,7.2,
42971,26-07-1998,35.5,25.8,5,2.9,
42971,27-07-1998,35.1,25.3,3,38.1,
42971,28-07-1998,31,25.4,2,15.8,
42971,29-07-1998,32.7,25.9,3,38.5,
42971,30-07-1998,31.5,25.7,6,7.8,
42971,31-07-1998,33.6,26.2,5,11.9,
42971,01-08-1998,33.3,27.1,5,0,
42971,02-08-1998,32.9,26.4,5,0.2,
42971,03-08-1998,34.6,26.9,7,0.2,
42971,04-08-1998,31.6,27.7,9,0,
42971,05-08-1998,31.2,26.2,4,8,
42971,06-08-1998,30.2,25.2,4,24.3,
42971,07-08-1998,33.5,26.8,5,0,
42971,08-08-1998,33.1,25,2,77.4,
42971,09-08-1998,34,27,2,0.4,
42971,10-08-1998,32.6,26.1,2,1.2,
42971,11-08-1998,33.3,26.9,4,5.5,
42971,12-08-1998,30.7,27,7,0.8,
42971,13-08-1998,32.2,27.9,7,0,
42971,14-08-1998,30.1,25.1,5,23.4,
42971,15-08-1998,32.2,25.8,4,0.2,
42971,16-08-1998,33.9,26.7,4,0.6,
42971,17-08-1998,32.5,25.9,5,0,
42971,18-08-1998,31.3,27.1,4,8.8,
42971,19-08-1998,33,25.3,3,3.2,
42971,20-08-1998,33.1,26.8,3,0,
42971,21-08-1998,33.4,30.2,4,0,
42971,22-08-1998,34.4,26.4,3,0,
42971,23-08-1998,32.2,26.4,3,0,
42971,24-08-1998,31.7,25,2,49.1,
42971,25-08-1998,32.4,25.8,3,1.6,
42971,26-08-1998,31.3,25.6,7,64.9,
42971,27-08-1998,29.9,24.9,3,37.7,
42971,28-08-1998,33.3,25.6,3,2.1,
42971,29-08-1998,33.8,27.2,5,0,
42971,30-08-1998,30.8,25.3,3,20.3,
42971,31-08-1998,33.6,27.1,4,0.3,
42971,01-09-1998,30.5,26.3,3,2,
42971,02-09-1998,33.2,25.7,3,4.4,
42971,03-09-1998,29.4,26.5,2,0,
42971,04-09-1998,32.6,26.7,3,9.6,
42971,05-09-1998,32.1,26.3,4,1.8,
42971,06-09-1998,34,26.3,4,0,
42971,07-09-1998,30,24.3,2,34.8,
42971,08-09-1998,30.9,25.3,2,20.1,
42971,09-09-1998,31.3,25.3,4,4.6,
42971,10-09-1998,33,26.7,6,0,
42971,11-09-1998,27.5,22,5,37.9,
42971,12-09-1998,29,25.6,3,14.6,
42971,13-09-1998,27,24.1,6,28,
42971,14-09-1998,30.5,23.7,3,11.4,
42971,15-09-1998,32.1,25.3,2,0,
42971,16-09-1998,33.2,24.4,3,74,
42971,17-09-1998,33.5,25.4,2,0,
42971,18-09-1998,32.3,25.3,2,0.5,
42971,19-09-1998,32.5,25.9,5,4.6,
42971,20-09-1998,32.5,26.2,3,7.5,
42971,21-09-1998,32.8,23.6,3,2.1,
42971,22-09-1998,32.8,25.3,3,5.1,
42971,23-09-1998,32.9,26.4,3,0,
42971,24-09-1998,33.7,26.8,4,0,
42971,25-09-1998,34.4,26.5,2,0,
42971,26-09-1998,33.9,25.8,2,2,
42971,27-09-1998,34.4,26.3,4,0,
42971,28-09-1998,34.8,27.2,2,0,
42971,29-09-1998,34.1,25.3,2,8.2,
42971,30-09-1998,33.1,24.4,1,5.6,
42971,01-10-1998,34.2,25.4,2,6.8,
42971,02-10-1998,33.3,25.3,2,40.4,
42971,03-10-1998,32.7,25.5,2,0,
42971,04-10-1998,32.6,24.5,2,7,
42971,05-10-1998,33.1,25.6,2,0,
42971,06-10-1998,33.1,25.3,3,0,
42971,07-10-1998,33.8,25.1,2,0.8,
42971,08-10-1998,33.7,24.3,2,0,
42971,09-10-1998,34.5,25.4,2,0,
42971,10-10-1998,33.6,25.8,2,0,
42971,11-10-1998,33.1,24.9,2,19,
42971,12-10-1998,34,25.1,2,13.4,
42971,13-10-1998,31.6,26,2,0.9,
42971,14-10-1998,30,24.7,3,2.4,
42971,15-10-1998,26.4,24.1,2,61.7,
42971,16-10-1998,27.8,24.8,5,31.4,
42971,17-10-1998,32,25.2,3,2.8,
42971,18-10-1998,27.6,24.7,3,43.4,
42971,19-10-1998,32.1,24.5,3,1.4,
42971,20-10-1998,32,25.1,3,0,
42971,21-10-1998,31.5,24.2,2,50.7,
42971,22-10-1998,32.6,24.6,3,0,
42971,23-10-1998,30.6,23.8,3,17.6,
42971,24-10-1998,32.4,24,4,0,
42971,25-10-1998,33.3,24.4,2,0,
42971,26-10-1998,33.1,25.5,2,0,
42971,27-10-1998,32.6,24.2,2,0,
42971,28-10-1998,31.5,22.2,3,0,
42971,29-10-1998,27.1,23.9,4,0,
42971,30-10-1998,26.1,21.5,4,19,
42971,31-10-1998,30.6,22.2,1,6.2,
42971,01-11-1998,31.2,24.1,3,0,
42971,02-11-1998,32.3,24.4,4,0,
42971,03-11-1998,31.7,23.7,2,18.4,
42971,04-11-1998,31.8,22.6,3,0,
42971,05-11-1998,32.1,20.8,3,0,
42971,06-11-1998,31.7,23.4,5,0,
42971,07-11-1998,32.1,24.6,2,0,
42971,08-11-1998,32.2,22.9,2,0,
42971,09-11-1998,31.2,22.7,2,0,
42971,10-11-1998,32.7,22.8,3,0,
42971,11-11-1998,32.1,22.7,2,0,
42971,12-11-1998,30.3,23.5,1,0,
42971,13-11-1998,30,21,3,0,
42971,14-11-1998,28.1,22,4,0,
42971,15-11-1998,22.9,19.8,4,26,
42971,16-11-1998,30.7,22.1,2,47.6,
42971,17-11-1998,31.7,21.4,4,0,
42971,18-11-1998,31.9,22.2,2,0,
42971,19-11-1998,30.8,21.6,1,0,
42971,20-11-1998,29.6,24.5,2,0,
42971,21-11-1998,26,22.6,4,1.4,
